text,crowdflower_detail,annotator_vote,annotator_num,negative_crowdflower,negative_self_label,distortion_yn,quote,magnitude,distortion.category,Positive,Negative,userid
"Quote of the day: /This makes about as much sense as the Justin Beiber trading card game. How do play!? Do put him in attack position against his backup dancer and use water bottle card as spell card!?/""""",mixed,0,3,yes,No,no,,NA,,2,-4,5c31d7d80e78643cd5289acec0561d77
Rainy season here... Luv rainy season... drizzle part not blow away everything will flooded part... Nkakarelax ang tunog ng ulan.,no,2,3,no,No,no,,NA,,2,-1,1b46b323430f9d5a037d2e380b1dde48
Rainy season here... Luv rainy season... drizzle part not blow away everything will flooded part... Nkakarelax ang tunog ng ulan.,mixed,0,3,no,No,no,,NA,,2,-1,1b46b323430f9d5a037d2e380b1dde48
Rainy season here... Luv rainy season... drizzle part not blow away everything will flooded part... Nkakarelax ang tunog ng ulan.,yes,1,3,no,No,no,,NA,,2,-1,1b46b323430f9d5a037d2e380b1dde48
"Rather fed up with these /Cancer awareness facebook statuses/"". Why? Cause they do nothing to raise awareness. The ugly face of cancer isn't some joke about bras or make people think you're pregnant- it's the loss of loved ones",no,0,4,yes,yes,no,,4,,4,-4,a7d9818f6165cd5c84b8578185ccd616
"Rather fed up with these /Cancer awareness facebook statuses/"". Why? Cause they do nothing to raise awareness. The ugly face of cancer isn't some joke about bras or make people think you're pregnant- it's the loss of loved ones",mixed,0,4,yes,yes,no,,4,,4,-4,a7d9818f6165cd5c84b8578185ccd616
"Rather fed up with these /Cancer awareness facebook statuses/"". Why? Cause they do nothing to raise awareness. The ugly face of cancer isn't some joke about bras or make people think you're pregnant- it's the loss of loved ones",yes,4,4,yes,yes,no,,4,,4,-4,a7d9818f6165cd5c84b8578185ccd616
"Re-reading the first chapter of Forest, it reoccurs to me how much like kindergarten class we are, and poor Garizole is the exasperated but patient teacher. It's frikkin HILARIOUS, but feel kind of bad for him that he has to deal with us, of aaaall the people who could've wandered into the Forest.",mixed,0,3,yes,No,no,,NA,,3,-2,55a72284594fdda49b22a6610b9b91d6
"Re-reading the first chapter of Forest, it reoccurs to me how much like kindergarten class we are, and poor Garizole is the exasperated but patient teacher. It's frikkin HILARIOUS, but feel kind of bad for him that he has to deal with us, of aaaall the people who could've wandered into the Forest.",yes,2,3,yes,No,no,,NA,,3,-2,55a72284594fdda49b22a6610b9b91d6
"Re-reading the first chapter of Forest, it reoccurs to me how much like kindergarten class we are, and poor Garizole is the exasperated but patient teacher. It's frikkin HILARIOUS, but feel kind of bad for him that he has to deal with us, of aaaall the people who could've wandered into the Forest.",no,1,3,yes,No,no,,NA,,3,-2,55a72284594fdda49b22a6610b9b91d6
recovering form yesterday the bite marks are almost gone :) but my neck is still little stiff though all and all fun times,yes,3,3,yes,No,no,,NA,,2,-1,08074f06d6882e73b4db242b38be237a
recovering form yesterday the bite marks are almost gone :) but my neck is still little stiff though all and all fun times,no,0,3,yes,No,no,,NA,,2,-1,08074f06d6882e73b4db242b38be237a
recovering form yesterday the bite marks are almost gone :) but my neck is still little stiff though all and all fun times,mixed,0,3,yes,No,no,,NA,,2,-1,08074f06d6882e73b4db242b38be237a
"reeeeeeaaaaaaaaally wants to see the new Pirates movie. and harry potter, but i have to wait for that....",mixed,0,3,yes,No,no,,NA,,2,-1,97f81977a2a65e27bfc41ff2e3f6591e
"reeeeeeaaaaaaaaally wants to see the new Pirates movie. and harry potter, but i have to wait for that....",yes,3,3,yes,No,no,,NA,,2,-1,97f81977a2a65e27bfc41ff2e3f6591e
"reeeeeeaaaaaaaaally wants to see the new Pirates movie. and harry potter, but i have to wait for that....",no,0,3,yes,No,no,,NA,,2,-1,97f81977a2a65e27bfc41ff2e3f6591e
regrets not having goals for the future. Maybe then she would have been more passionate and acted on rather than thought about.,yes,3,3,yes,yes,yes,,3,should/regret orientation,3,-2,3d7847b1c33b5f5811208b4aa1a7ffbd
regrets not having goals for the future. Maybe then she would have been more passionate and acted on rather than thought about.,mixed,0,3,yes,yes,yes,,3,should/regret orientation,3,-2,3d7847b1c33b5f5811208b4aa1a7ffbd
regrets not having goals for the future. Maybe then she would have been more passionate and acted on rather than thought about.,no,0,3,yes,yes,yes,,3,should/regret orientation,3,-2,3d7847b1c33b5f5811208b4aa1a7ffbd
Remember if life gives you lemons make grape juice and let them all wonder how the hell you did it. ^_^ -quoted from Scarlet Dobson,yes,1,3,no,No,no,,NA,,2,-2,a2fc47ae8cc8f3f81925ba5ec15d9cde
Remember if life gives you lemons make grape juice and let them all wonder how the hell you did it. ^_^ -quoted from Scarlet Dobson,mixed,0,3,no,No,no,,NA,,2,-2,a2fc47ae8cc8f3f81925ba5ec15d9cde
Remember if life gives you lemons make grape juice and let them all wonder how the hell you did it. ^_^ -quoted from Scarlet Dobson,no,2,3,no,No,no,,NA,,2,-2,a2fc47ae8cc8f3f81925ba5ec15d9cde
"Right... As much as love Spain, I'm going to bed! Vamos Espa??a!!! want you to give me good news in the morning! Andale!!",yes,0,3,no,No,no,,NA,,4,-1,d5380466e18422d7b2c2d54d57cbbde2
"Right... As much as love Spain, I'm going to bed! Vamos Espa??a!!! want you to give me good news in the morning! Andale!!",no,3,3,no,No,no,,NA,,4,-1,d5380466e18422d7b2c2d54d57cbbde2
"Right... As much as love Spain, I'm going to bed! Vamos Espa??a!!! want you to give me good news in the morning! Andale!!",mixed,0,3,no,No,no,,NA,,4,-1,d5380466e18422d7b2c2d54d57cbbde2
roast chicken and mashed potatoes.....smells so good.....almost suppertime.....just need the Mikey =),yes,0,3,no,No,no,,NA,,3,-1,dcbe08425f5edef5e5c1053f21e83640
roast chicken and mashed potatoes.....smells so good.....almost suppertime.....just need the Mikey =),no,3,3,no,No,no,,NA,,3,-1,dcbe08425f5edef5e5c1053f21e83640
roast chicken and mashed potatoes.....smells so good.....almost suppertime.....just need the Mikey =),mixed,0,3,no,No,no,,NA,,3,-1,dcbe08425f5edef5e5c1053f21e83640
"Robin: /You can't get away from Batman that easy!/"" Batman: /""Easily./"" Robin: /""Easily./"" Batman: /""Good grammar is essential",no,2,3,no,No,no,,NA,,2,-1,bc619f7cbbdb1806e386554e4b33a439
"Robin: /You can't get away from Batman that easy!/"" Batman: /""Easily./"" Robin: /""Easily./"" Batman: /""Good grammar is essential",yes,1,3,no,No,no,,NA,,2,-1,bc619f7cbbdb1806e386554e4b33a439
"Robin: /You can't get away from Batman that easy!/"" Batman: /""Easily./"" Robin: /""Easily./"" Batman: /""Good grammar is essential",mixed,0,3,no,No,no,,NA,,2,-1,bc619f7cbbdb1806e386554e4b33a439
"RT @DrRobi_S Humility = willingness to learn, grow & improve; Pride = excuses & justifications for current behaviour.",mixed,0,3,yes,No,no,,NA,,2,-1,d5380466e18422d7b2c2d54d57cbbde2
"RT @DrRobi_S Humility = willingness to learn, grow & improve; Pride = excuses & justifications for current behaviour.",no,0,3,yes,No,no,,NA,,2,-1,d5380466e18422d7b2c2d54d57cbbde2
"RT @DrRobi_S Humility = willingness to learn, grow & improve; Pride = excuses & justifications for current behaviour.",yes,3,3,yes,No,no,,NA,,2,-1,d5380466e18422d7b2c2d54d57cbbde2
"Sad day - but happy memories - mixed emotions. Thinking of Vicky Dobbins and all her family and friends today. Missed always, gone... but NEVER forgotten",mixed,2,3,mixed,yes,no,,2,,2,-2,b86eb14612969b2df48c2863c32c2899
"Sad day - but happy memories - mixed emotions. Thinking of Vicky Dobbins and all her family and friends today. Missed always, gone... but NEVER forgotten",yes,1,3,mixed,yes,no,,2,,2,-2,b86eb14612969b2df48c2863c32c2899
"Sad day - but happy memories - mixed emotions. Thinking of Vicky Dobbins and all her family and friends today. Missed always, gone... but NEVER forgotten",no,0,3,mixed,yes,no,,2,,2,-2,b86eb14612969b2df48c2863c32c2899
"Salve! am off for bit to make Cheesy Broccoli Soup (or as the kids call it, Cheesy Tree Soup). spent little too long on Latin today but it would be nice to string all the words know into some sort of phrase that makes sense. Vale.",mixed,0,3,yes,No,no,,NA,,3,-1,b2a89377dd5345b6690ba62f4ecca84e
"Salve! am off for bit to make Cheesy Broccoli Soup (or as the kids call it, Cheesy Tree Soup). spent little too long on Latin today but it would be nice to string all the words know into some sort of phrase that makes sense. Vale.",yes,3,3,yes,No,no,,NA,,3,-1,b2a89377dd5345b6690ba62f4ecca84e
"Salve! am off for bit to make Cheesy Broccoli Soup (or as the kids call it, Cheesy Tree Soup). spent little too long on Latin today but it would be nice to string all the words know into some sort of phrase that makes sense. Vale.",no,0,3,yes,No,no,,NA,,3,-1,b2a89377dd5345b6690ba62f4ecca84e
Sam is hosting a barn raising and needs some friends to lend a hand!Sam is trying to build a bigger Chicken Coop and they still need the help of 2 more friend(s)!,mixed,0,3,yes,No,no,,NA,,3,-1,37dc41c2fb88c226997850730b7fee11
Sam is hosting a barn raising and needs some friends to lend a hand!Sam is trying to build a bigger Chicken Coop and they still need the help of 2 more friend(s)!,no,0,3,yes,No,no,,NA,,3,-1,37dc41c2fb88c226997850730b7fee11
Sam is hosting a barn raising and needs some friends to lend a hand!Sam is trying to build a bigger Chicken Coop and they still need the help of 2 more friend(s)!,yes,3,3,yes,No,no,,NA,,3,-1,37dc41c2fb88c226997850730b7fee11
"Sammy's Party today, cleaning, possibly hanging out with Isis, Hanging out with Daisy. Hell of day!!!! :) Wish could say goodbye, but it would only hurt more. Peace. <",no,1,3,yes,No,no,,NA,,2,-3,8c393982479748c5a53acaa7a3717c71
"Sammy's Party today, cleaning, possibly hanging out with Isis, Hanging out with Daisy. Hell of day!!!! :) Wish could say goodbye, but it would only hurt more. Peace. <",yes,2,3,yes,No,no,,NA,,2,-3,8c393982479748c5a53acaa7a3717c71
"Sammy's Party today, cleaning, possibly hanging out with Isis, Hanging out with Daisy. Hell of day!!!! :) Wish could say goodbye, but it would only hurt more. Peace. <",mixed,0,3,yes,No,no,,NA,,2,-3,8c393982479748c5a53acaa7a3717c71
"saw funny people yesterday. It was crude, and they dropped an F-bomb every two words. My type of movie.",yes,1,3,no,yes,no,,1,,2,-2,0c5d06511ef79fba34da417e8c751fff
"saw funny people yesterday. It was crude, and they dropped an F-bomb every two words. My type of movie.",no,2,3,no,yes,no,,1,,2,-2,0c5d06511ef79fba34da417e8c751fff
"saw funny people yesterday. It was crude, and they dropped an F-bomb every two words. My type of movie.",mixed,0,3,no,yes,no,,1,,2,-2,0c5d06511ef79fba34da417e8c751fff
"Say what you want and be who you are, because those who mind don't matter and those who matter don't mind. - Dr Seuss",no,1,3,yes,yes,yes,y,2,overgeneralization,1,-1,b6ea475ea79a0bea100517cb4103f3e6
"Say what you want and be who you are, because those who mind don't matter and those who matter don't mind. - Dr Seuss",yes,2,3,yes,yes,yes,y,2,overgeneralization,1,-1,b6ea475ea79a0bea100517cb4103f3e6
"Say what you want and be who you are, because those who mind don't matter and those who matter don't mind. - Dr Seuss",mixed,0,3,yes,yes,yes,y,2,overgeneralization,1,-1,b6ea475ea79a0bea100517cb4103f3e6
SCOOOORE!! Someone dropped out of the full Drawing class wanted and got in!! Now my schedule effin' RULES! wOoT!,no,0,3,yes,No,no,,NA,,4,-1,55a72284594fdda49b22a6610b9b91d6
SCOOOORE!! Someone dropped out of the full Drawing class wanted and got in!! Now my schedule effin' RULES! wOoT!,mixed,0,3,yes,No,no,,NA,,4,-1,55a72284594fdda49b22a6610b9b91d6
SCOOOORE!! Someone dropped out of the full Drawing class wanted and got in!! Now my schedule effin' RULES! wOoT!,yes,3,3,yes,No,no,,NA,,4,-1,55a72284594fdda49b22a6610b9b91d6
Sees change brewing. The only question thats stands is whether is will be good or bad or little of both.,no,1,3,mixed,No,no,,NA,,3,-2,7f1e19cf6c828b2b6a6953fa127a0351
Sees change brewing. The only question thats stands is whether is will be good or bad or little of both.,yes,1,3,mixed,No,no,,NA,,3,-2,7f1e19cf6c828b2b6a6953fa127a0351
Sees change brewing. The only question thats stands is whether is will be good or bad or little of both.,mixed,1,3,mixed,No,no,,NA,,3,-2,7f1e19cf6c828b2b6a6953fa127a0351
Sewing fail: whilst sewing up ripped seam in my (wonderful) coat things were going in an acceptable fashion. Then accidentally sewed my thumb to my coat... -.-,mixed,1,4,yes,yes,no,,2,,3,-3,71469de066cfab67bc4463ef1a74ba25
Sewing fail: whilst sewing up ripped seam in my (wonderful) coat things were going in an acceptable fashion. Then accidentally sewed my thumb to my coat... -.-,no,0,4,yes,yes,no,,2,,3,-3,71469de066cfab67bc4463ef1a74ba25
Sewing fail: whilst sewing up ripped seam in my (wonderful) coat things were going in an acceptable fashion. Then accidentally sewed my thumb to my coat... -.-,yes,3,4,yes,yes,no,,2,,3,-3,71469de066cfab67bc4463ef1a74ba25
"She finally drank her pain away little at time, but she never could get drunk enough to get him off her mind until the night she put that bottle to her head and pulled the trigger...",mixed,0,3,yes,yes,yes,y,4,catastrophizing,1,-4,82e932005d8c94bb93bcb54fa19f421c
"She finally drank her pain away little at time, but she never could get drunk enough to get him off her mind until the night she put that bottle to her head and pulled the trigger...",yes,3,3,yes,yes,yes,y,4,catastrophizing,1,-4,82e932005d8c94bb93bcb54fa19f421c
"She finally drank her pain away little at time, but she never could get drunk enough to get him off her mind until the night she put that bottle to her head and pulled the trigger...",no,0,3,yes,yes,yes,y,4,catastrophizing,1,-4,82e932005d8c94bb93bcb54fa19f421c
"She's got eyes that let all of me in. face colored rose that i love to read, She makes me feel as deadly as sin.",no,0,3,yes,No,no,,NA,,3,-2,9963eb029cd100ade5c37f057b7b13e9
"She's got eyes that let all of me in. face colored rose that i love to read, She makes me feel as deadly as sin.",yes,3,3,yes,No,no,,NA,,3,-2,9963eb029cd100ade5c37f057b7b13e9
"She's got eyes that let all of me in. face colored rose that i love to read, She makes me feel as deadly as sin.",mixed,0,3,yes,No,no,,NA,,3,-2,9963eb029cd100ade5c37f057b7b13e9
"Shh quiet, you might piss somebody off, Like me motherfucker, you've been at it for too long, While you feed off others' insecurity, You stand in front of me and bite the hand that feeds - x",yes,3,3,yes,yes,no,,3,,2,-4,216924ec52555944d3d64c52390b359f
"Shh quiet, you might piss somebody off, Like me motherfucker, you've been at it for too long, While you feed off others' insecurity, You stand in front of me and bite the hand that feeds - x",mixed,0,3,yes,yes,no,,3,,2,-4,216924ec52555944d3d64c52390b359f
"Shh quiet, you might piss somebody off, Like me motherfucker, you've been at it for too long, While you feed off others' insecurity, You stand in front of me and bite the hand that feeds - x",no,0,3,yes,yes,no,,3,,2,-4,216924ec52555944d3d64c52390b359f
"Should it all come crashing down, around, yeah. Would you be there should stumble and fall, and pick up the pieces. For, forget about the shit that we've been through.. wanna stay here forever and always.",no,2,3,no,No,no,,NA,,1,-3,968157017daec34ee86050fe9bd72293
"Should it all come crashing down, around, yeah. Would you be there should stumble and fall, and pick up the pieces. For, forget about the shit that we've been through.. wanna stay here forever and always.",yes,1,3,no,No,no,,NA,,1,-3,968157017daec34ee86050fe9bd72293
"Should it all come crashing down, around, yeah. Would you be there should stumble and fall, and pick up the pieces. For, forget about the shit that we've been through.. wanna stay here forever and always.",mixed,0,3,no,No,no,,NA,,1,-3,968157017daec34ee86050fe9bd72293
Shrek Forever After has the best soundtrack! Awesome movie! :) have the best friend//boyfriend in the whole universe! He makes everyday wonderful!,no,0,3,yes,No,no,,NA,,5,-1,c0289bdb4cd4eda90653b2c84af61e03
Shrek Forever After has the best soundtrack! Awesome movie! :) have the best friend//boyfriend in the whole universe! He makes everyday wonderful!,yes,3,3,yes,No,no,,NA,,5,-1,c0289bdb4cd4eda90653b2c84af61e03
Shrek Forever After has the best soundtrack! Awesome movie! :) have the best friend//boyfriend in the whole universe! He makes everyday wonderful!,mixed,0,3,yes,No,no,,NA,,5,-1,c0289bdb4cd4eda90653b2c84af61e03
"Silence propagates itself, and the longer talk has been suspended, the more difficult it is to find anything to say. - Samuel Johnson",yes,1,3,no,No,no,,NA,,1,-2,938a5bb332c15ab321ce4c567d31d6a4
"Silence propagates itself, and the longer talk has been suspended, the more difficult it is to find anything to say. - Samuel Johnson",no,2,3,no,No,no,,NA,,1,-2,938a5bb332c15ab321ce4c567d31d6a4
"Silence propagates itself, and the longer talk has been suspended, the more difficult it is to find anything to say. - Samuel Johnson",mixed,0,3,no,No,no,,NA,,1,-2,938a5bb332c15ab321ce4c567d31d6a4
"Since the Vancouver Olympics, i've caught myself humming the Canadian national anthem many, many times. like just now.",no,2,3,no,No,no,,NA,,2,-1,dae3acaecfdf0a87fc17a7b6684a0932
"Since the Vancouver Olympics, i've caught myself humming the Canadian national anthem many, many times. like just now.",yes,1,3,no,No,no,,NA,,2,-1,dae3acaecfdf0a87fc17a7b6684a0932
"Since the Vancouver Olympics, i've caught myself humming the Canadian national anthem many, many times. like just now.",mixed,0,3,no,No,no,,NA,,2,-1,dae3acaecfdf0a87fc17a7b6684a0932
"since we've been wrong, I've been part awake, since we've been wrong, you will never, ever know me. What took you so long?",yes,1,3,no,No,no,,NA,,1,-2,77ad12a1c7a2a2ef6c16f9b053b8b9bc
"since we've been wrong, I've been part awake, since we've been wrong, you will never, ever know me. What took you so long?",no,2,3,no,No,no,,NA,,1,-2,77ad12a1c7a2a2ef6c16f9b053b8b9bc
"since we've been wrong, I've been part awake, since we've been wrong, you will never, ever know me. What took you so long?",mixed,0,3,no,No,no,,NA,,1,-2,77ad12a1c7a2a2ef6c16f9b053b8b9bc
Sitting in the cafe trying to remember algebra...and kind of hoping certain slacker doesn't get away with not doing damn thing this time around.,mixed,1,3,yes,No,no,,NA,,2,-2,4764518d32334248e6ebbf681a18fd0c
Sitting in the cafe trying to remember algebra...and kind of hoping certain slacker doesn't get away with not doing damn thing this time around.,yes,2,3,yes,No,no,,NA,,2,-2,4764518d32334248e6ebbf681a18fd0c
Sitting in the cafe trying to remember algebra...and kind of hoping certain slacker doesn't get away with not doing damn thing this time around.,no,0,3,yes,No,no,,NA,,2,-2,4764518d32334248e6ebbf681a18fd0c
Smally smalls is starting to shake with computer withdrawal best let him get back to it before he foams at the mouth!,no,0,3,yes,No,no,,NA,,3,-2,2549774d68d7ccbcba069afb45c7e237
Smally smalls is starting to shake with computer withdrawal best let him get back to it before he foams at the mouth!,yes,3,3,yes,No,no,,NA,,3,-2,2549774d68d7ccbcba069afb45c7e237
Smally smalls is starting to shake with computer withdrawal best let him get back to it before he foams at the mouth!,mixed,0,3,yes,No,no,,NA,,3,-2,2549774d68d7ccbcba069afb45c7e237
So ... sneak into your window while you're sleeping ... invade your mind and rape your dreams ... Tell me ... How does that make you *feel*?,no,0,3,yes,yes,no,,2,,1,-4,b0e2b88d357007e73e1f12f3029a48eb
So ... sneak into your window while you're sleeping ... invade your mind and rape your dreams ... Tell me ... How does that make you *feel*?,mixed,0,3,yes,yes,no,,2,,1,-4,b0e2b88d357007e73e1f12f3029a48eb
So ... sneak into your window while you're sleeping ... invade your mind and rape your dreams ... Tell me ... How does that make you *feel*?,yes,3,3,yes,yes,no,,2,,1,-4,b0e2b88d357007e73e1f12f3029a48eb
So amazed @ how great the new year has started ... But it's already the rd really? feel like if blink it will be don't want this year to go by as quick as did but can already tell it's going to be heck of lot better.,yes,1,3,no,No,no,,NA,,3,-1,009d96a823b6f6c085c092fb177491f6
So amazed @ how great the new year has started ... But it's already the rd really? feel like if blink it will be don't want this year to go by as quick as did but can already tell it's going to be heck of lot better.,mixed,0,3,no,No,no,,NA,,3,-1,009d96a823b6f6c085c092fb177491f6
So amazed @ how great the new year has started ... But it's already the rd really? feel like if blink it will be don't want this year to go by as quick as did but can already tell it's going to be heck of lot better.,no,2,3,no,No,no,,NA,,3,-1,009d96a823b6f6c085c092fb177491f6
"So apparently when say /Dang It/"" *edited for friends benefit* on Black Ops sound like something off of south park and it's funny....and cute <_< FML lol""",mixed,0,3,no,No,no,,NA,,2,-1,8c393982479748c5a53acaa7a3717c71
"So apparently when say /Dang It/"" *edited for friends benefit* on Black Ops sound like something off of south park and it's funny....and cute <_< FML lol""",no,3,3,no,No,no,,NA,,2,-1,8c393982479748c5a53acaa7a3717c71
"So apparently when say /Dang It/"" *edited for friends benefit* on Black Ops sound like something off of south park and it's funny....and cute <_< FML lol""",yes,0,3,no,No,no,,NA,,2,-1,8c393982479748c5a53acaa7a3717c71
so come to find out there are few people that aren't happy with me and certain someone hanging out lately. FYI its nobodies business what we do. were happy and having good time and were not doing anything stupid. so quit the drama that's why i stopped hanging out at places like waffle house in the first place. thx bye.,mixed,0,3,yes,yes,yes,,4,mind-reading,3,-3,d20ad22d61822231f4d3c005942351b1
so come to find out there are few people that aren't happy with me and certain someone hanging out lately. FYI its nobodies business what we do. were happy and having good time and were not doing anything stupid. so quit the drama that's why i stopped hanging out at places like waffle house in the first place. thx bye.,no,1,3,yes,yes,yes,,4,mind-reading,3,-3,d20ad22d61822231f4d3c005942351b1
so come to find out there are few people that aren't happy with me and certain someone hanging out lately. FYI its nobodies business what we do. were happy and having good time and were not doing anything stupid. so quit the drama that's why i stopped hanging out at places like waffle house in the first place. thx bye.,yes,2,3,yes,yes,yes,,4,mind-reading,3,-3,d20ad22d61822231f4d3c005942351b1
So exhausted from these past weeks. All the worrying and waiting made me so tired. I'm so glad Mummy is doing so much better but miss her so much! hope things go well at the doctor's for Brandon tomorrow and maybe he won't need surgery! Gonna try to get good night's sleep before work tomorrow! It's so nice to be back to my Bethany < already miss Brandon though!,mixed,3,22,yes,yes,no,,3,,4,-4,c0289bdb4cd4eda90653b2c84af61e03
So exhausted from these past weeks. All the worrying and waiting made me so tired. I'm so glad Mummy is doing so much better but miss her so much! hope things go well at the doctor's for Brandon tomorrow and maybe he won't need surgery! Gonna try to get good night's sleep before work tomorrow! It's so nice to be back to my Bethany < already miss Brandon though!,no,0,22,yes,yes,no,,3,,4,-4,c0289bdb4cd4eda90653b2c84af61e03
So exhausted from these past weeks. All the worrying and waiting made me so tired. I'm so glad Mummy is doing so much better but miss her so much! hope things go well at the doctor's for Brandon tomorrow and maybe he won't need surgery! Gonna try to get good night's sleep before work tomorrow! It's so nice to be back to my Bethany < already miss Brandon though!,yes,19,22,yes,yes,no,,3,,4,-4,c0289bdb4cd4eda90653b2c84af61e03
"So far my top choices for new car are the Mazda , Scion tc, Toyota corolla, or Honda Civic. Which one which one?",yes,2,3,yes,No,no,,NA,,1,-1,61e7f6145fd03d709cabbde3faf33412
"So far my top choices for new car are the Mazda , Scion tc, Toyota corolla, or Honda Civic. Which one which one?",mixed,0,3,yes,No,no,,NA,,1,-1,61e7f6145fd03d709cabbde3faf33412
"So far my top choices for new car are the Mazda , Scion tc, Toyota corolla, or Honda Civic. Which one which one?",no,1,3,yes,No,no,,NA,,1,-1,61e7f6145fd03d709cabbde3faf33412
So girls night out was okay the drinks were alright although couldn't have to many of them. The higlights were seeing Veronica & Yazaira must repeat sometime. Now its am and I'm up and getting ready for work today doing an expo so we're out of the office still the bed did feel quite good well maybe later right ...,no,3,3,no,No,no,,NA,,3,-1,009d96a823b6f6c085c092fb177491f6
So girls night out was okay the drinks were alright although couldn't have to many of them. The higlights were seeing Veronica & Yazaira must repeat sometime. Now its am and I'm up and getting ready for work today doing an expo so we're out of the office still the bed did feel quite good well maybe later right ...,yes,0,3,no,No,no,,NA,,3,-1,009d96a823b6f6c085c092fb177491f6
So girls night out was okay the drinks were alright although couldn't have to many of them. The higlights were seeing Veronica & Yazaira must repeat sometime. Now its am and I'm up and getting ready for work today doing an expo so we're out of the office still the bed did feel quite good well maybe later right ...,mixed,0,3,no,No,no,,NA,,3,-1,009d96a823b6f6c085c092fb177491f6
So i figured out black ops has side effect.....i slept two hours then didn't wake up for school.....GAH. fail....,mixed,0,3,yes,yes,no,,2,,1,-3,8c393982479748c5a53acaa7a3717c71
So i figured out black ops has side effect.....i slept two hours then didn't wake up for school.....GAH. fail....,no,0,3,yes,yes,no,,2,,1,-3,8c393982479748c5a53acaa7a3717c71
So i figured out black ops has side effect.....i slept two hours then didn't wake up for school.....GAH. fail....,yes,3,3,yes,yes,no,,2,,1,-3,8c393982479748c5a53acaa7a3717c71
"so i know what should NOT be doing! trying to make role playing game based on my book. ...but totally should be. But no, shouldn't be. Is this due to DnD withdrawal? AND lack-of-working-on-my-book-series withdrawal? Probably.",yes,3,3,yes,No,no,,NA,,2,-2,55a72284594fdda49b22a6610b9b91d6
"so i know what should NOT be doing! trying to make role playing game based on my book. ...but totally should be. But no, shouldn't be. Is this due to DnD withdrawal? AND lack-of-working-on-my-book-series withdrawal? Probably.",mixed,0,3,yes,No,no,,NA,,2,-2,55a72284594fdda49b22a6610b9b91d6
"so i know what should NOT be doing! trying to make role playing game based on my book. ...but totally should be. But no, shouldn't be. Is this due to DnD withdrawal? AND lack-of-working-on-my-book-series withdrawal? Probably.",no,0,3,yes,No,no,,NA,,2,-2,55a72284594fdda49b22a6610b9b91d6
so i started this ap essay at around . it`s and i have paragraph and half done. why doesn`t this sound right.,no,0,3,yes,yes,no,,1,,1,-1,b0acac95493fc438ce56372eebde2b0e
so i started this ap essay at around . it`s and i have paragraph and half done. why doesn`t this sound right.,yes,2,3,yes,yes,no,,1,,1,-1,b0acac95493fc438ce56372eebde2b0e
so i started this ap essay at around . it`s and i have paragraph and half done. why doesn`t this sound right.,mixed,1,3,yes,yes,no,,1,,1,-1,b0acac95493fc438ce56372eebde2b0e
so last night's trueblook was pretty good...a lot of shit came out and the kiss between Eric and Sookie was hot...cant wait for the last episodes!,yes,3,3,yes,No,no,,NA,,3,-3,aed86a3085a364f5484679649f064467
so last night's trueblook was pretty good...a lot of shit came out and the kiss between Eric and Sookie was hot...cant wait for the last episodes!,no,0,3,yes,No,no,,NA,,3,-3,aed86a3085a364f5484679649f064467
so last night's trueblook was pretty good...a lot of shit came out and the kiss between Eric and Sookie was hot...cant wait for the last episodes!,mixed,0,3,yes,No,no,,NA,,3,-3,aed86a3085a364f5484679649f064467
"So Ps. Ian Woods was pretty epic in the /Dad's Life/"" video clip... I'll share it as soon as it's up on Vimeo...""",mixed,0,3,no,No,no,,NA,,3,-1,d5380466e18422d7b2c2d54d57cbbde2
"So Ps. Ian Woods was pretty epic in the /Dad's Life/"" video clip... I'll share it as soon as it's up on Vimeo...""",yes,1,3,no,No,no,,NA,,3,-1,d5380466e18422d7b2c2d54d57cbbde2
"So Ps. Ian Woods was pretty epic in the /Dad's Life/"" video clip... I'll share it as soon as it's up on Vimeo...""",no,2,3,no,No,no,,NA,,3,-1,d5380466e18422d7b2c2d54d57cbbde2
"So really want to watch Tim Burton's Batman tonight, but want to watch it with someone. feel lonely :( hahaha! No, it's not that bad! But seriously, text or I.M. me kay? :)",no,2,3,no,No,no,,NA,,2,-4,6262f9ea246e00408561aa9a73c49175
"So really want to watch Tim Burton's Batman tonight, but want to watch it with someone. feel lonely :( hahaha! No, it's not that bad! But seriously, text or I.M. me kay? :)",yes,1,3,no,No,no,,NA,,2,-4,6262f9ea246e00408561aa9a73c49175
"So really want to watch Tim Burton's Batman tonight, but want to watch it with someone. feel lonely :( hahaha! No, it's not that bad! But seriously, text or I.M. me kay? :)",mixed,0,3,no,No,no,,NA,,2,-4,6262f9ea246e00408561aa9a73c49175
"So scared of breaking it that you won't let it bend And wrote two hundred letters will never send Sometimes these cuts are so much deeper than they seem You'd rather cover up, I'd rather let them be So Let me be, and I'll set you free.",yes,1,3,no,yes,no,,2,,1,-4,db7f1b0130b2138e13b7bbca9cc63823
"So scared of breaking it that you won't let it bend And wrote two hundred letters will never send Sometimes these cuts are so much deeper than they seem You'd rather cover up, I'd rather let them be So Let me be, and I'll set you free.",mixed,0,3,no,yes,no,,2,,1,-4,db7f1b0130b2138e13b7bbca9cc63823
"So scared of breaking it that you won't let it bend And wrote two hundred letters will never send Sometimes these cuts are so much deeper than they seem You'd rather cover up, I'd rather let them be So Let me be, and I'll set you free.",no,2,3,no,yes,no,,2,,1,-4,db7f1b0130b2138e13b7bbca9cc63823
